date,sales_accuracy,customer_accuracy,actual_sales,predicted_sales,actual_customers,predicted_customers
2024-07-09,23.10591507190027,79.5318182583513,31304.480000000003,55375.773,145.0,174.67886352539062
2024-07-10,0.0,80.90712359162416,32324.100000000002,65346.195,147.0,175.0665283203125
2024-07-11,75.02440747910165,55.576798223680065,52956.36,39730.195,248.0,137.83045959472656
2024-07-12,84.8152519149902,76.42946148862933,48638.630000000005,41252.977,202.0,154.38751220703125
2024-07-13,64.08939107451945,79.8741484851372,42255.54,57429.76,205.0,163.74200439453125
2024-07-14,94.90043478068344,67.32729131525213,48553.79,46077.758,220.0,148.1200408935547
2024-07-15,24.25395890511541,88.83926589767654,33571.94,59001.355,154.0,171.18753051757812
2024-07-16,94.2815628680801,82.85892914960729,42450.0,44877.477,187.0,154.94619750976562
2024-07-17,87.83728373177337,72.58892483181424,39703.59,44532.625,180.0,130.66006469726562
2024-07-18,98.61756641055334,65.44899940490723,37643.49,37123.094,192.0,125.66207885742188
2024-07-19,68.58776651440274,51.415478515625004,49972.44,34274.98,250.0,128.5386962890625
2024-07-20,70.03484810774907,50.0396903904005,57616.83,40351.86,261.0,130.6035919189453
2024-07-21,60.83328734361171,87.5353971267129,39456.28,54910.008,187.0,163.69119262695312
2024-07-22,79.44652029818762,93.28874588012695,35699.0,43036.387,160.0,149.26199340820312
2024-07-23,83.19238392839381,64.27019451736311,45244.700000000004,37640.145,218.0,140.10902404785156
2024-07-24,69.83327499697387,95.81246536769224,35358.88,46025.496,178.0,170.5461883544922
2024-07-25,97.50973800948975,62.141367835456165,46289.94,45137.2,211.0,131.1182861328125
2024-07-26,79.26398413319099,70.17063770479369,47131.72,56904.96,206.0,144.551513671875
2024-07-27,92.19158201884412,67.19394899764151,47514.02,51224.113,212.0,142.451171875
2024-07-28,80.78754979569594,61.559807499752765,53014.12,42828.81,237.0,145.89674377441406
2024-07-29,87.34922279640503,62.88360299415959,47646.46,41618.812,206.0,129.54022216796875
2024-07-30,91.23811013591823,63.1183145368624,34788.56,37836.695,159.0,100.35812011361122
2024-07-31,98.8194712761491,67.61520061087101,39132.81,38670.836,188.0,127.1165771484375
2024-08-01,95.63991152964812,80.76971040344705,44233.17999999999,42304.574,204.0,164.770209223032
2024-08-02,95.7144390103555,73.13216879136033,47026.18,49041.516,216.0,157.9654845893383
2024-08-03,95.19788444427381,75.90039554639783,47922.16,50223.438,206.0,156.35481482557952
2024-08-04,65.0926474788478,44.95350341364909,59660.42,38834.547,267.0,120.02585411444306
2024-08-05,50.92132546254992,95.02696458187849,38367.21,57197.33,179.0,170.0982666015625
