day,sales_accuracy,customer_accuracy,total_sales
246,15.5417637138614,61.47369001699791,60168.32000000001
247,0.0,76.27481063635926,51523.82
248,0.0,84.94384765625,60603.68
249,0.0,0.0,39668.87
250,4.099309450818936,56.57378110018643,39652.86
251,0.0,24.94827796672952,50854.97
252,0.0,0.0,44823.73
253,85.86378723499801,11.028966159685282,66025.92
254,40.99408249561045,85.38073078461146,85806.02
255,36.63125500912008,87.69226974442293,85618.82999999999
256,40.39548520172872,95.82802143170318,64295.01
257,49.54819413742732,81.65704699436037,70956.04999999999
258,82.83421706201379,86.85283061053794,55717.28
259,99.51745638975967,99.91349032344787,80122.81
260,93.73366985626221,91.0190163248749,92237.4
261,76.87328518065519,74.16875914999069,83190.25
262,43.51016910695426,53.69472744009519,98073.14
263,72.8673055201483,81.8106160190878,69657.73
264,73.88171481786682,85.41310481510716,60385.479999999996
265,82.05444941398454,68.69282862664755,81563.54999999999
266,73.39728033773471,69.28752931869693,68188.43
267,67.3937990510932,94.4707022098604,66518.65
268,32.110946822374515,73.00514274238083,104910.57
269,92.83255928283889,72.3680446442488,73867.92
270,58.31154563370454,94.85176313100695,63026.770000000004
271,77.81483981804003,83.73553893496764,72079.59
272,91.04412900786976,64.57789480131503,62735.009999999995
273,74.21379701225646,93.86892582882534,74008.36
274,94.89108947445253,72.10916497099858,66106.29999999999
275,37.767065306536374,49.80987275261843,97276.70999999999
276,62.40267465201932,78.90214286272554,88185.20999999999
277,88.05901755798789,74.6074731469037,68756.17
278,94.98195367195471,68.97803381794975,56548.9
279,71.72603085357699,81.05362831772148,73163.64
280,59.763071798139684,71.63058675496893,64034.18
281,53.809873773809855,92.85743847285231,86175.45999999999
282,64.67278306685294,88.03902037570931,86898.2
283,66.7144423820873,77.53769689657557,90884.41
284,87.48820429143574,65.30949202038951,62154.49
285,79.75322166388489,79.88408362674794,72932.81
286,73.0045680054678,81.88613347305233,79066.51000000001
287,69.48431006399035,98.35914467865567,61690.54000000001
288,81.87071838148611,86.70897255870617,78727.53
289,90.64643936114746,71.6039296743032,100518.97
290,74.85068169323428,86.33606847366104,95094.46
291,93.00084255094937,99.98370799135536,78535.31
292,87.7194362313413,94.68464373676166,75888.22
293,39.80054326002897,67.75317459534376,94285.42
294,64.65163181998969,88.42467171778469,76358.07
295,72.9855473187196,92.2466571132342,89856.51
296,84.79761460663961,85.00432308287697,82202.48
297,75.48168382901011,71.39983962747522,101344.94
298,27.799871765093542,98.23137062673385,79175.01
299,96.59054970195932,98.07417317794237,89838.41
300,75.37908553987847,72.93777728084264,101453.85
301,79.80874779244786,42.05706074382319,73288.19
302,37.17856445747121,80.21881014337907,81900.62999999999
303,62.97412435310883,69.01641329803036,83331.25
304,72.9131564706654,48.08423143582583,98937.97
305,68.67236251759788,0.0,78780.81
306,75.08495582637876,59.134587992069335,87282.85999999999
307,75.5594522587372,85.03718051268622,99746.0
308,74.6218361934719,61.40319572155734,78772.98999999999
309,41.00688971742299,78.13292959547904,104356.33
310,57.267633190853076,88.07182276938507,139050.84
311,89.7625621027742,95.25138136219073,106271.42
312,61.55357986766772,63.79849938248549,82672.19
313,81.15845916478133,83.14203746413475,94364.99
314,81.57008583925337,68.25458366124585,92851.45999999999
315,90.74995379580145,95.03198862075806,86436.95
316,70.89080067036747,71.9161648109061,103167.29999999999
317,65.30834388334057,68.09448003130755,118064.69
318,82.42037290825485,69.3445480913915,110236.90000000001
319,94.99133773647142,84.90920046742043,84280.8
320,84.56857425807075,81.56031424690872,79052.35
321,91.33039394150283,88.33780457678529,94117.4
322,90.1760092031404,91.53195750240494,122537.51999999999
323,17.349075037148964,90.81645087901096,118563.13999999998
324,91.51578268479706,97.29846116116173,124559.20999999999
325,79.20534387012842,84.97471104767243,125875.72
326,93.5282401879265,85.00433115826712,105562.55
327,66.4068049202856,75.37213364472755,95945.65
328,77.81812643991886,62.94958253002646,97383.96
329,0.0,37.136733646576225,107818.57
330,0.0,38.53686554522454,94167.35999999999
331,0.0,57.69650263455034,115484.83000000002
332,16.453647325478755,2.566672215159514,87992.01
333,9.871320735641177,27.840084435340174,76062.07999999999
334,0.0,0.0,75361.12
335,0.0,0.0,89158.44
336,0.0,0.0,87619.94
337,0.0,4.915798648639964,78815.64
338,40.995221243557964,74.40668926736103,123743.49000000002
339,8.45782409560401,68.045314872212,111429.62
340,0.0,38.72457404028285,72707.62
341,46.432593114526966,93.25149780825565,75410.36
342,32.51805555773636,83.01634383046598,101898.68
343,0.0,0.0,94872.36
344,0.0,78.53064738957346,107045.34
345,64.42883714686886,21.37768140013239,115248.26000000001
346,62.68253139830249,41.3226147271477,110268.69999999998
347,0.0,0.0,85179.70999999999
348,74.29054730230735,78.43772523895035,82901.03
349,78.19612100587622,43.15525976837509,67063.52
350,67.79098162724314,79.70082618624595,104109.58
351,92.71626876054648,18.982606986318956,109586.36
352,64.46859101037546,81.47824077643979,129922.0
353,55.87715606289635,49.965010769209826,97414.25
354,60.10190349520384,53.108880748469325,80516.62
355,55.83241072443899,89.87128555774689,93390.06
356,53.49651159456413,58.80367405063755,81604.62
357,60.98377544205438,71.6436544025438,84343.13
358,88.05263501613494,51.99093750209375,75317.85
359,79.48289261067053,19.80075336722676,116870.54999999999
360,82.82071628020395,34.650996783439965,107771.93
361,94.21876347104492,0.0,86528.18000000001
362,70.32347380725591,59.984765798751134,79799.39000000001
363,88.58059289167127,80.12888703081343,87046.34
364,74.07166672045227,36.57406095258735,85834.61
365,42.39615349239722,53.129386130261096,87739.59
366,98.74775172368696,90.2809126389147,123108.2
367,7.574676342719442,77.26376625428716,101735.70000000001
368,0.0,91.16012521303232,88512.54999999999
369,84.34110337732417,94.66569732226755,84788.13
370,56.28864629372046,82.78593302589573,93899.69
371,0.0,0.0,19165.91
372,62.658953575350814,68.93174252003351,91374.95000000001
373,94.99466994527832,72.53051143912774,132349.72
374,86.73598225472078,88.33956803881647,99044.37
375,52.94843959175167,37.440995143532206,81122.19999999998
376,0.0,0.0,82311.79000000001
377,0.0,17.044523027208115,90279.84
378,43.7359250327105,60.77003311272243,92806.61
379,0.0,33.41647856499232,66147.25
380,52.2766249299606,78.85647914372385,112276.07
381,58.76439766017948,78.96577121770166,102279.64
382,67.12606549194705,99.25012343092678,82384.48000000001
383,0.0,7.363200753549975,81197.66
384,12.918029942920711,27.46891945442826,90153.53
385,76.91943071028264,46.43110522776405,81317.91
386,78.67727037367816,56.08078603683716,100716.35
387,37.73467733591297,81.64474375066987,135259.32
388,85.29152417615859,83.54035520054606,109945.91999999998
389,79.02722812084936,41.822468795903944,81207.22
390,62.96349818691103,80.97190397331514,83503.9
391,35.28788827554139,23.940118085964457,85421.94
392,34.436170258635585,6.311872072308972,82333.20999999999
393,45.95427095949556,85.52307823713679,108309.62
394,86.8930755307905,73.99060902937576,125294.73000000001
395,75.01028029460478,94.32080821277431,118552.05
396,88.11317792360448,96.8728951204603,112799.03
397,46.619475753062986,47.53412815152257,77490.20000000001
398,86.87023113649548,92.84687627543201,84041.25
399,97.11715193835099,26.339327596740077,94672.74
400,93.60471635627242,56.20385257967332,107941.22
401,67.78359598019962,83.39044094085693,118543.20000000001
402,94.82533605631151,94.83281997905699,123186.20000000001
403,82.76488747020862,53.841593457083846,93110.01
404,83.16647535624284,84.30434356515224,88416.51
405,94.11480480601776,87.39386660161763,101754.93000000001
406,73.77463995396224,62.31438200223,94748.3
407,34.01911847779118,89.19150581976898,88865.6
408,96.34363520760144,80.9853494854155,134008.22
409,26.801104724194317,80.06462197106583,121881.1
410,0.0,41.8053474551753,76377.43
411,87.84687818261597,61.34048961805848,86946.95000000001
412,20.61331484676643,29.19388045084142,84097.1
413,0.0,90.34188172752927,97076.24
414,0.0,96.08892141063941,116388.62
415,0.0,95.15592400363325,108573.39000000001
416,0.0,69.79573690825151,110197.94
417,0.0,88.32470913208141,78938.65
418,0.0,95.20433483677998,81382.97
419,0.0,88.91480517798456,84988.89
420,0.0,85.03316852406863,101572.44
421,0.0,87.43081480826972,89833.22
422,37.80012579514816,51.12871092134092,123410.95999999999
423,3.9243050096548586,67.92878885658419,109566.63
424,0.0,93.62734456381729,70654.09
425,0.0,84.9503657183586,80962.41
426,0.0,34.40534674568204,98858.1
427,22.582761455038025,12.705246546856614,88617.34
428,56.53639248547256,63.23011637253817,83237.17000000001
429,65.80498536783719,96.02843886395114,108674.98000000001
430,75.58183794684217,88.12686271122303,100350.59
431,77.39785181990037,0.0,60786.57000000001
432,79.40206175296353,61.844220775015216,64993.48
433,0.0,11.847662429014832,55214.509999999995
434,0.0,74.99261258560935,71342.47
435,0.0,0.0,72055.33
436,98.42375620043063,94.96531321008214,104956.42000000001
437,47.76750233107329,92.75401039927635,86741.16
438,96.61213831685777,90.08806133642793,75410.62
439,74.12206853291445,83.95138187333941,70136.81
440,0.30792925570654006,49.11860039207473,64218.89
441,4.677544749602703,37.80765285778118,70628.56
442,25.60849510794337,83.22512169382892,73934.14
443,10.986056990380675,90.39835960455328,94883.03
444,86.4402254433841,94.62864823027016,101310.58
445,96.22560866041013,20.904382296200637,61549.51
446,87.44735195833525,61.80709814473009,51124.28999999999
447,46.288497388450736,40.17792264363862,59878.25
448,0.0,39.91327681502358,64975.69
449,0.0,63.95967957896117,74934.75
450,0.0,99.73664948721512,88876.53
451,0.0,97.23449788455453,80298.33
452,0.0,0.0,58815.9
453,61.67367909410296,60.87601617880308,67450.49
454,0.0,77.5533655283455,73947.53
455,0.0,21.125489684585403,61875.020000000004
456,36.97154077305551,82.68962863155386,83571.49
457,68.4269220577849,29.932549492867437,99254.3
458,48.739830591420294,0.0,99820.20999999999
459,0.0,0.0,59610.36
460,70.47334200682334,0.0,57743.0
461,62.59760587562138,0.0,68413.53
462,99.26667341284204,0.0,70706.73
463,91.1876005199234,13.369441146873896,76253.54000000001
464,61.37491807270387,89.89516512063105,119633.51000000001
465,85.81566835700352,87.80938126501583,91500.5
466,67.89111351772436,70.34494104102636,63452.47
467,68.09953576133849,91.26142790654089,87098.25
468,75.54471863797522,26.078221145842136,81343.6
469,88.19390201203429,75.98249078539673,78427.59
470,39.707501675540676,75.01521573498331,102384.85999999999
471,64.09444863717226,89.4081653126317,122036.7
472,92.99395498476756,89.98110178796394,100302.27
473,0.0,0.0,62430.509999999995
474,88.61046083667436,46.6953830753299,63144.28
475,0.0,1.0019179253157091,68161.48
476,0.0,0.0,73255.95000000001
477,14.652405872115935,91.01797040282241,84261.95999999999
478,74.83094618725326,83.89982422890742,116320.20999999999
479,43.550010858765845,70.15477867869588,106135.45000000001
480,95.07811624446633,62.11203757454367,74774.14
481,84.3869838220106,54.32896870779077,75223.81
482,81.46847065467942,73.48589599132538,90292.59
483,66.0992790137962,77.42218904237708,88243.02
484,59.41872150212037,77.15144946129413,103479.19000000002
485,99.15390806780191,65.12635107364011,120578.32
486,65.92067675164958,54.577277471334206,115504.41
487,21.560009212315876,72.6088505743736,89966.52
488,73.49771671081201,69.74817687476224,90126.56000000001
489,70.58010804811134,63.238787152446235,85687.06000000001
490,94.49262832127967,62.89593704130458,95173.03
491,56.193459677774996,61.01374815415292,85262.16
492,54.021599737069906,45.068526213009875,121309.81
493,31.08754666415433,68.92746083507383,114209.72
494,89.15960656295846,76.15099001466558,86411.03
495,79.71978254798361,81.71149755267503,86617.04
496,67.41365535239709,94.03217286819417,84597.89
497,98.94900922978096,70.15943914494602,90725.88
498,99.0152585309154,75.89006350815662,107885.55
499,97.15528754280574,92.05356576146289,143231.37
500,90.79493832227783,76.62142280862292,138445.45
501,88.93975168499026,79.22510961236542,96272.06999999999
502,44.836722936424536,94.1339173134935,97732.19
503,21.823068667181232,68.33707709092003,93732.54999999999
504,44.37176124925244,89.05676776690444,93321.09
505,43.68447359904937,67.30352317407933,97956.7
506,68.83296489627955,54.60790275371903,139913.09
507,78.33066999905041,76.44213651270437,129953.01999999999
